Contract Length,Position,Age,Contract,Name,Cap %,Prev Year,GP,G,A,P,P/GP,Blocks,TOI/G,S%,Plus/Minus,Hits,Blocks/82,Plus/minus/82,Hits/82,G/82,A/82,P/82
1,D,28,3000000,Gustaffson,3.70%,2019-2020,77.31428571,7.028571429,26.94285714,33.97142857,0.439393939,58,20.38333333,5.80%,-9,86,72.06060606,-11.18181818,106.8484848,7.454545455,28.57575758,36.03030303
1,D,28,800000,Schenn,1%,2019-2020,29.28571429,1.171428571,2.342857143,3.514285714,0.12,21,12.45,3.20%,-8,83,68.88,-26.24,272.24,3.28,6.56,9.84
1,D,28,1000000,Forbort,1.20%,2019-2020,23.42857143,0,1.171428571,1.171428571,0.05,30,17.81666667,0,-5,35,123,-20.5,143.5,0,4.1,4.1
7,D,29,6350000,Yandle,8.70%,2015-2016,82,5,42,47,0.573170732,68,19.96666667,3.10%,-4,43,68,-4,43,5,42,47
3,D,29,1375000,Bortuzzo,1.70%,2016-2017,38,1,3,4,0.105263158,50,14.8,5.30%,11,77,107.8947368,23.73684211,166.1578947,2.157894737,6.473684211,8.631578947
3,D,29,4250000,Cole,5.30%,2017-2018,67,5,15,20,0.298507463,116,17.78333333,6%,14,95,141.9701493,17.13432836,116.2686567,6.119402985,18.35820896,24.47761194
7,D,29,6750000,McDonagh,8.50%,2017-2018,63,4,25,29,0.46031746,163,23.33333333,4%,8,71,212.1587302,10.41269841,92.41269841,5.206349206,32.53968254,37.74603175
4,D,29,4050000,Gardiner,5%,2018-2019,62,3,27,30,0.483870968,64,21.21,3.80%,19,61,84.64516129,25.12903226,80.67741935,3.967741935,35.70967742,39.67741935
7,D,29,7575000,Spurgeon,9.30%,2018-2019,82,14,29,43,0.524390244,91,24.55,8.20%,-1,30,91,-1,30,14,29,43
8,D,29,9059000,Josi,11.10%,2018-2019,82,15,41,56,0.682926829,144,25.16666667,5.50%,9,53,144,9,53,15,41,56
8,D,29,11500000,Karlsson,14.50%,2018-2019,53,3,42,45,0.849056604,69,24.48333333,1.80%,6,44,106.754717,9.283018868,68.0754717,4.641509434,64.98113208,69.62264151
5,D,29,6000000,Myers,7.40%,2018-2019,80,9,22,31,0.3875,108,21.5,4.50%,11,99,110.7,11.275,101.475,9.225,22.55,31.775
1,D,29,3750000,Barrie,4.60%,2019-2020,82,5.857142857,39.82857143,45.68571429,0.557142857,76,21.88333333,3%,-7,47,89.02857143,-8.2,55.05714286,5.857142857,39.82857143,45.68571429
1,D,29,1150000,Kulikov,1.40%,2019-2020,59.74285714,2.342857143,9.371428571,11.71428571,0.196078431,77,20.01666667,3.70%,-4,104,123.8039216,-6.431372549,167.2156863,3.215686275,12.8627451,16.07843137
7,D,29,6500000,Krug,8%,2019-2020,71.45714286,10.54285714,46.85714286,57.4,0.803278689,48,20.48333333,6.30%,-4,36,64.52459016,-5.37704918,48.39344262,12.09836066,53.7704918,65.86885246
4,D,29,3900000,Dillon,4.80%,2019-2020,80.82857143,1.171428571,15.22857143,16.4,0.202898551,74,19.45,1.70%,-2,194,87.94202899,-2.376811594,230.5507246,1.188405797,15.44927536,16.63768116
1,D,29,800000,TVR,1%,2019-2020,57.4,1.171428571,8.2,9.371428571,0.163265306,37,14.86666667,1.70%,-7,21,61.91836735,-11.71428571,35.14285714,1.673469388,11.71428571,13.3877551
8,D,30,6875000,Seabrook,9.60%,2014-2015,82,8,23,31,0.37804878,141,22.18333333,4.40%,-3,135,141,-3,135,8,23,31
5,D,30,5475000,Goligoski,7.50%,2015-2016,82,5,32,37,0.451219512,159,23.83333333,3.90%,21,100,159,21,100,5,32,37
4,D,30,4000000,Russell,5.30%,2016-2017,68,1,12,13,0.191176471,210,23.08333333,5.70%,5,40,253.2352941,6.029411765,48.23529412,1.205882353,14.47058824,15.67647059
8,D,30,7000000,Vlasic,9.30%,2016-2017,75,6,22,28,0.373333333,144,21.05,3%,4,18,157.44,4.373333333,19.68,6.56,24.05333333,30.61333333
2,D,30,700000,Hunt,0.90%,2018-2019,42,5,7,12,0.285714286,18,14.76666667,6.40%,-2,11,35.14285714,-3.904761905,21.47619048,9.761904762,13.66666667,23.42857143
1,D,30,750000,Ruhwedel,0.90%,2018-2019,18,1,1,2,0.111111111,16,16.28333333,4.50%,-9,40,72.88888889,-41,182.2222222,4.555555556,4.555555556,9.111111111
4,D,30,4500000,Tanev,5.50%,2019-2020,80.82857143,2.342857143,21.08571429,23.42857143,0.289855072,159,19.53333333,4.40%,4,32,188.9565217,4.753623188,38.02898551,2.376811594,21.39130435,23.76811594
3,D,30,2500000,Gudas,3.10%,2019-2020,73.8,2.342857143,15.22857143,17.57142857,0.238095238,75,16.73333333,2.20%,15,164,97.61904762,19.52380952,213.4603175,2.603174603,16.92063492,19.52380952
2,D,30,737500,Bitetto,0.90%,2019-2020,59.74285714,0,9.371428571,9.371428571,0.156862745,50,15.16666667,0%,3,145,80.39215686,4.823529412,233.1372549,0,12.8627451,12.8627451
4,D,30,3275000,Scandella,4%,2019-2020,72.62857143,4.685714286,9.371428571,14.05714286,0.193548387,60,17.58333333,5.20%,14,78,79.35483871,18.51612903,103.1612903,5.290322581,10.58064516,15.87096774
2,D,30,1300000,Rutta,1.60%,2019-2020,38.65714286,1.171428571,7.028571429,8.2,0.212121212,21,15.55,2.30%,6,19,52.18181818,14.90909091,47.21212121,2.484848485,14.90909091,17.39393939
4,D,30,5000000,Brodie,6.10%,2019-2020,74.97142857,4.685714286,17.57142857,22.25714286,0.296875,87,20.45,6.20%,7,20,111.46875,8.96875,25.625,5.125,19.21875,24.34375
1,D,30,1000000,Bogo,1.20%,2019-2020,31.62857143,1.171428571,7.028571429,8.2,0.259259259,6,16.16666667,0%,0,8,18.22222222,0,24.2962963,3.037037037,18.22222222,21.25925926
7,D,30,8800000,Pietrangelo,10.80%,2019-2020,82,18.74285714,42.17142857,60.91428571,0.742857143,89,24.18333333,7.10%,11,47,104.2571429,12.88571429,55.05714286,18.74285714,42.17142857,60.91428571
2,D,30,4000000,Schultz,4.90%,2019-2020,53.88571429,3.514285714,10.54285714,14.05714286,0.260869565,50,19.88333333,3.50%,-13,36,89.13043478,-23.17391304,64.17391304,5.347826087,16.04347826,21.39130435
1,D,30,800000,Sbisa,1%,2019-2020,51.54285714,2.342857143,9.371428571,11.71428571,0.227272727,71,17.93333333,4.10%,1,91,132.3181818,1.863636364,169.5909091,3.727272727,14.90909091,18.63636364
5,D,31,5000000,Greene,7.25%,2013-2014,82,8,24,32,0.390243902,129,24.58333333,6.00%,3,87,129,3,87,8,24,32
6,D,31,6750000,Giordano,9.20%,2014-2015,61,11,37,48,0.786885246,128,25.16666667,7%,13,59,172.0655738,17.47540984,79.31147541,14.78688525,49.73770492,64.52459016
7,D,31,6000000,Boychuk,8.20%,2014-2015,72,9,26,35,0.486111111,149,21.68333333,4.70%,15,171,169.6944444,17.08333333,194.75,10.25,29.61111111,39.86111111
8,D,31,8000000,Burns,11%,2015-2016,82,27,48,75,0.914634146,142,24.86666667,9.10%,-5,69,142,-5,69,27,48,75
2,D,31,5000000,Hjallmarsson,6.30%,2017-2018,48,1,8,9,0.1875,118,20.7,3.10%,-3,16,201.5833333,-5.125,27.33333333,1.708333333,13.66666667,15.375
2,D,31,737500,Fedun,0.90%,2018-2019,54,4,7,11,0.203703704,58,13.85,4.70%,2,19,88.07407407,3.037037037,28.85185185,6.074074074,10.62962963,16.7037037
3,D,31,3900000,Shattenkirk,4.80%,2019-2020,82,9.371428571,30.45714286,39.82857143,0.485714286,66,24.85,6.10%,22,62,77.31428571,25.77142857,72.62857143,9.371428571,30.45714286,39.82857143
1,D,31,875000,Biega,1.10%,2019-2020,57.4,0,3.514285714,3.514285714,0.06122449,46,16.41666667,0%,-9,115,76.97959184,-15.06122449,192.4489796,0,5.020408163,5.020408163
2,D,31,2000000,Borowiecki,2.50%,2019-2020,62.08571429,8.2,12.88571429,21.08571429,0.339622642,120,17.93333333,11.10%,1,199,185.6603774,1.547169811,307.8867925,10.83018868,17.01886792,27.8490566
4,D,31,5625000,Muzz,7%,2019-2020,62.08571429,7.028571429,19.91428571,26.94285714,0.433962264,110,21.6,6.10%,12,109,170.1886792,18.56603774,168.6415094,9.283018868,26.30188679,35.58490566
3,D,32,5500000,Stralman,6.70%,2018-2019,47,2,15,17,0.361702128,71,20.51666667,3.50%,12,59,123.8723404,20.93617021,102.9361702,3.489361702,26.17021277,29.65957447
2,D,32,1750000,Gunnarsson,2.10%,2018-2019,25,3,4,7,0.28,35,15.93333333,14.30%,8,11,114.8,26.24,36.08,9.84,13.12,22.96
2,D,32,1700000,Holden,2.10%,2018-2019,61,3,12,15,0.245901639,76,18.3,3.90%,5,104,102.1639344,6.721311475,139.8032787,4.032786885,16.13114754,20.16393443
1,D,32,700000,Irwin,0.90%,2019-2020,42.17142857,0,3.514285714,3.514285714,0.083333333,24,22.45,0,-15,27,54.66666667,-34.16666667,61.5,0,6.833333333,6.833333333
1,D,33,1750000,Polak,2.20%,2018-2019,77,1,8,9,0.116883117,152,19.16666667,1.30%,6,191,161.8701299,6.38961039,203.4025974,1.064935065,8.519480519,9.584415584
2,D,33,6000000,Edler,7.50%,2018-2019,56,10,24,34,0.607142857,166,24.56666667,7.80%,13,127,243.0714286,19.03571429,185.9642857,14.64285714,35.14285714,49.78571429
1,D,33,1150000,Johnson,1.40%,2019-2020,78.48571429,3.514285714,9.371428571,12.88571429,0.164179104,97,19.46666667,4.80%,-1,183,118.7164179,-1.223880597,223.9701493,3.671641791,9.791044776,13.46268657
2,D,33,1800000,Braun,2.20%,2019-2020,72.62857143,3.514285714,18.74285714,22.25714286,0.306451613,84,17.26666667,4.30%,-2,94,111.0967742,-2.64516129,124.3225806,3.967741935,21.16129032,25.12903226
2,D,34,1700000,Coburn,2.10%,2018-2019,74,4,19,23,0.310810811,62,16.11666667,3.50%,4,96,68.7027027,4.432432432,106.3783784,4.432432432,21.05405405,25.48648649
2,D,34,1500000,Sekera,1.80%,2019-2020,66.77142857,2.342857143,7.028571429,9.371428571,0.140350877,21,16.48333333,0,9,17,30.21052632,12.94736842,24.45614035,2.877192982,8.631578947,11.50877193
1,D,38,3500000,Hainsey,4.29%,2018-2019,81,5,18,23,0.283950617,144,20.25,6.20%,30,91,145.7777778,30.37037037,92.12345679,5.061728395,18.22222222,23.28395062
